Player Name,Runs,BF,4s,6s,SR,Pos,Dismissal,Inns,Match Type,Opposition,Ground
Axar Patel,20,16,3,0,125,4,not out,1,T20I,Afghanistan,Dubai (DICS)
Axar Patel,20,11,4,0,181.81,3,lbw,1,T20I,Afghanistan,Bridgetown
Axar Patel,15,14,1,1,107.14,3,caught,1,T20I,Australia,Gros Islet
Axar Patel,46,45,6,2,102.22,5,bowled,1,Test,Bangladesh,Chattogram
Axar Patel,93,104,7,5,89.42,5,caught,2,Test,Bangladesh,Mirpur
Axar Patel,9,13,1,0,69.23,7,lbw,4,Test,Bangladesh,Mirpur
Axar Patel,36,24,4,2,150,3,caught,1,T20I,Bangladesh,North Sound
Axar Patel,146,111,19,4,131.53,5,caught,1,Test,England,Birmingham
Axar Patel,57,86,8,0,66.27,5,caught,3,Test,England,Birmingham
Axar Patel,26,15,4,1,173.33,2,caught,1,T20I,England,Birmingham
Axar Patel,1,5,0,0,20,2,caught,2,T20I,England,Nottingham
Axar Patel,0,5,0,0,0,4,caught,2,ODI,England,Lord's
Axar Patel,125,113,16,2,110.61,4,not out,2,ODI,England,Manchester
Axar Patel,6,4,1,0,150,6,run out,1,T20I,England,Adelaide
Axar Patel,4,6,0,0,66.66,3,caught,1,T20I,England,Providence
Axar Patel,36,26,3,2,138.46,3,not out,2,T20I,Ireland,New York
Axar Patel,6,13,1,0,46.15,2,caught,1,T20I,New Zealand,Mount Maunganui
Axar Patel,11,5,2,0,220,2,caught,2,T20I,New Zealand,Napier
Axar Patel,15,23,2,0,65.21,4,bowled,1,ODI,New Zealand,Auckland
Axar Patel,10,16,2,0,62.5,4,caught,1,ODI,New Zealand,Christchurch
Axar Patel,14,12,2,0,116.66,5,caught,1,T20I,Pakistan,Dubai (DICS)
Axar Patel,42,31,6,0,135.48,3,caught,1,T20I,Pakistan,New York
Axar Patel,27,14,3,2,192.85,2,caught,2,T20I,South Africa,Indore
Axar Patel,0,2,0,0,0,3,caught,1,T20I,South Africa,Bridgetown
Axar Patel,17,13,3,0,130.76,6,caught,1,T20I,Sri Lanka,Dubai (DICS)
Axar Patel,18,20,1,1,90,3,bowled,2,T20I,U.S.A.,New York
Axar Patel,14,12,2,0,116.66,4,caught,1,T20I,West Indies,Tarouba
Axar Patel,24,12,1,2,200,4,caught,1,T20I,West Indies,Basseterre
Axar Patel,33,26,3,1,126.92,4,not out,2,T20I,West Indies,Basseterre
Axar Patel,44,31,6,0,141.93,4,caught,1,T20I,West Indies,Lauderhill
Axar Patel,3,5,0,0,60,5,caught,1,T20I,Zimbabwe,Melbourne
Hardik Pandya,32,24,3,2,133.33,6,caught,1,T20I,Afghanistan,Bridgetown
Hardik Pandya,71,30,7,5,236.66,5,not out,1,T20I,Australia,Mohali
Hardik Pandya,9,9,1,0,100,5,caught,2,T20I,Australia,Nagpur
Hardik Pandya,25,16,2,1,156.25,5,not out,2,T20I,Australia,Hyderabad
Hardik Pandya,25,31,3,1,80.64,6,caught,2,ODI,Australia,Wankhede
Hardik Pandya,1,3,0,0,33.33,6,caught,1,ODI,Australia,Visakhapatnam
Hardik Pandya,40,40,3,1,100,6,caught,2,ODI,Australia,Chennai
Hardik Pandya,11,8,0,1,137.5,6,not out,2,ODI,Australia,Chennai
Hardik Pandya,27,17,1,2,158.82,6,not out,1,T20I,Australia,Gros Islet
Hardik Pandya,5,6,0,0,83.33,5,caught,1,T20I,Bangladesh,Adelaide
Hardik Pandya,50,27,4,3,185.18,6,not out,1,T20I,Bangladesh,North Sound
Hardik Pandya,29,44,2,0,65.9,6,caught,2,ODI,England,Lord's
Hardik Pandya,71,55,10,0,129.09,6,caught,2,ODI,England,Manchester
Hardik Pandya,63,33,4,5,190.9,5,hit wicket,1,T20I,England,Adelaide
Hardik Pandya,23,13,1,2,176.92,5,caught,1,T20I,England,Providence
Hardik Pandya,13,13,0,0,100,5,caught,1,T20I,New Zealand,Mount Maunganui
Hardik Pandya,30,18,3,1,166.66,5,not out,2,T20I,New Zealand,Napier
Hardik Pandya,28,38,3,0,73.68,6,bowled,1,ODI,New Zealand,Hyderabad
Hardik Pandya,54,38,3,3,142.1,6,caught,1,ODI,New Zealand,Indore
Hardik Pandya,21,20,1,1,105,5,caught,2,T20I,New Zealand,Ranchi
Hardik Pandya,15,20,1,0,75,6,not out,2,T20I,New Zealand,Lucknow
Hardik Pandya,30,17,4,1,176.47,5,caught,1,T20I,New Zealand,Ahmedabad
Hardik Pandya,33,17,4,1,194.11,6,not out,2,T20I,Pakistan,Dubai (DICS)
Hardik Pandya,0,2,0,0,0,6,caught,1,T20I,Pakistan,Dubai (DICS)
Hardik Pandya,40,37,1,2,108.1,6,caught,2,T20I,Pakistan,Melbourne
Hardik Pandya,87,90,7,1,96.66,6,caught,1,ODI,Pakistan,Pallekele
Hardik Pandya,7,12,1,0,58.33,7,caught,1,T20I,Pakistan,New York
Hardik Pandya,2,3,0,0,66.66,6,caught,1,T20I,South Africa,Perth
Hardik Pandya,5,2,1,0,250,7,not out,1,T20I,South Africa,Bridgetown
Hardik Pandya,17,13,0,1,130.76,5,caught,1,T20I,Sri Lanka,Dubai (DICS)
Hardik Pandya,29,27,4,0,107.4,5,caught,1,T20I,Sri Lanka,Wankhede
Hardik Pandya,12,12,1,1,100,5,caught,2,T20I,Sri Lanka,Pune
Hardik Pandya,4,4,0,0,100,5,caught,1,T20I,Sri Lanka,Rajkot
Hardik Pandya,14,12,0,1,116.66,6,caught,1,ODI,Sri Lanka,Guwahati
Hardik Pandya,36,53,4,0,67.92,6,caught,2,ODI,Sri Lanka,Eden Gardens
Hardik Pandya,5,18,0,0,27.77,6,caught,1,ODI,Sri Lanka,Colombo (RPS)
Hardik Pandya,1,3,0,0,33.33,5,caught,1,T20I,West Indies,Tarouba
Hardik Pandya,31,31,1,2,100,5,caught,1,T20I,West Indies,Basseterre
Hardik Pandya,4,6,0,0,66.66,5,caught,2,T20I,West Indies,Basseterre
Hardik Pandya,28,16,2,2,175,5,run out,1,T20I,West Indies,Lauderhill
Hardik Pandya,5,7,0,0,71.42,4,run out,2,ODI,West Indies,Bridgetown
Hardik Pandya,7,14,0,0,50,5,caught,1,ODI,West Indies,Bridgetown
Hardik Pandya,70,52,4,5,134.61,5,not out,1,ODI,West Indies,Tarouba
Hardik Pandya,19,19,3,0,100,5,bowled,2,T20I,West Indies,Tarouba
Hardik Pandya,24,18,0,2,133.33,6,bowled,1,T20I,West Indies,Providence
Hardik Pandya,20,15,1,1,133.33,5,not out,2,T20I,West Indies,Providence
Hardik Pandya,14,18,0,1,77.77,6,caught,1,T20I,West Indies,Lauderhill
Hardik Pandya,18,18,2,0,100,6,caught,1,T20I,Zimbabwe,Melbourne
Ishan Kishan,51,7,4,5,728.57,4,not out,2,T20I,Afghanistan,Wankhede
Ishan Kishan,39,21,6,1,185.71,3,caught,2,ODI,Australia,Wankhede
Ishan Kishan,17,23,1,0,73.91,3,bowled,1,ODI,Australia,Vishakhapatnam
Ishan Kishan,0,2,0,0,0,3,caught,1,ODI,Australia,Chennai
Ishan Kishan,210,131,24,10,160.3,2,caught,1,ODI,Bangladesh,Chattogram
Ishan Kishan,56,32,5,4,175,2,lbw,2,T20I,England,Ahmedabad
Ishan Kishan,4,9,0,0,44.44,3,caught,1,T20I,England,Ahmedabad
Ishan Kishan,8,10,0,0,80,2,caught,1,T20I,England,Southampton
Ishan Kishan,26,11,3,2,236.36,2,bowled,2,T20I,Ireland,Dublin (Malahide)
Ishan Kishan,3,5,0,0,60,2,caught,1,T20I,Ireland,Dublin (Malahide)
Ishan Kishan,70,31,6,4,225.8,2,bowled,1,T20I,Ireland,Dublin (Malahide)
Ishan Kishan,2,2,0,0,100,2,caught,1,T20I,Ireland,Dublin (Malahide)
Ishan Kishan,4,8,1,0,50,2,caught,1,T20I,New Zealand,Dubai (DICS)
Ishan Kishan,29,21,6,0,138.09,2,caught,1,T20I,New Zealand,Eden Gardens
Ishan Kishan,36,31,5,1,116.12,1,caught,1,T20I,New Zealand,Mount Maunganui
Ishan Kishan,10,11,1,1,90.9,1,caught,2,T20I,New Zealand,Napier
Ishan Kishan,5,14,0,0,35.71,4,caught,1,ODI,New Zealand,Hyderabad
Ishan Kishan,8,9,2,0,88.88,4,not out,2,ODI,New Zealand,Raipur
Ishan Kishan,17,24,1,1,70.83,4,run out,1,ODI,New Zealand,Indore
Ishan Kishan,4,5,1,0,80,2,bowled,2,T20I,New Zealand,Ranchi
Ishan Kishan,19,32,2,0,59.37,2,run out,2,T20I,New Zealand,Lucknow
Ishan Kishan,1,3,0,0,33.33,1,lbw,1,T20I,New Zealand,Ahmedabad
Ishan Kishan,0,2,0,0,0,2,lbw,2,T20I,Pakistan,Colombo (RPS)
Ishan Kishan,76,48,11,3,158.33,1,caught,1,T20I,South Africa,Delhi
Ishan Kishan,34,21,2,3,161.9,2,caught,1,T20I,South Africa,Cuttack
Ishan Kishan,54,35,5,2,154.28,2,caught,1,T20I,South Africa,Visakhapatnam
Ishan Kishan,27,26,3,1,103.84,2,caught,1,T20I,South Africa,Rajkot
Ishan Kishan,15,7,0,2,214.28,1,bowled,1,T20I,South Africa,Bengaluru
Ishan Kishan,20,37,3,0,54.05,4,caught,2,ODI,South Africa,Lucknow
Ishan Kishan,93,84,4,7,110.71,3,caught,2,ODI,South Africa,Ranchi
Ishan Kishan,10,18,2,0,55.55,3,caught,2,ODI,South Africa,Delhi
Ishan Kishan,59,42,8,2,140.47,3,caught,2,ODI,Sri Lanka,Colombo (RPS)
Ishan Kishan,1,4,0,0,25,3,bowled,2,ODI,Sri Lanka,Colombo (RPS)
Ishan Kishan,20,14,1,1,142.85,6,not out,1,T20I,Sri Lanka,Colombo (RPS)
Ishan Kishan,89,56,10,3,158.92,2,caught,1,T20I,Sri Lanka,Lucknow
Ishan Kishan,16,15,2,0,106.66,2,caught,2,T20I,Sri Lanka,Dharamsala
Ishan Kishan,37,29,3,2,127.58,1,caught,1,T20I,Sri Lanka,Wankhede
Ishan Kishan,2,5,0,0,40,1,bowled,2,T20I,Sri Lanka,Pune
Ishan Kishan,1,2,0,0,50,1,caught,1,T20I,Sri Lanka,Rajkot
Ishan Kishan,5,7,0,0,71.42,3,bowled,2,ODI,Sri Lanka,Colombo (RPS)
Ishan Kishan,50,34,6,2,147.05,2,caught,2,ODI,Sri Lanka,Colombo (RPS)
Ishan Kishan,28,36,2,1,77.77,2,caught,2,ODI,West Indies,Ahmedabad
Ishan Kishan,35,42,4,0,83.33,2,caught,2,T20I,West Indies,Eden Gardens
Ishan Kishan,2,10,0,0,20,2,caught,1,T20I,West Indies,Eden Gardens
Ishan Kishan,34,31,5,0,109.67,2,bowled,1,T20I,West Indies,Eden Gardens
Ishan Kishan,11,13,1,0,84.61,1,caught,1,T20I,West Indies,Lauderhill
Ishan Kishan,27,28,4,1,96.42,2,caught,2,T20I,West Indies,Tarouba
Ishan Kishan,51,38,3,4,134.21,1,caught,2,T20I,West Indies,Guyana
Ishan Kishan,13,10,2,0,130,1,bowled,2,T20I,West Indies,Providence
Ishan Kishan,48,25,3,2,192,2,caught,1,T20I,West Indies,Lauderhill
Ishan Kishan,7,7,0,1,100,2,caught,1,T20I,West Indies,Lauderhill
Ishan Kishan,6,13,0,0,46.15,4,bowled,2,ODI,Zimbabwe,Harare
Ishan Kishan,50,61,6,0,81.96,4,run out,1,ODI,Zimbabwe,Harare
KL Rahul,62,41,6,2,151.21,1,caught,1,T20I,Afghanistan,Dubai (DICS)
KL Rahul,55,35,4,3,157.14,1,caught,1,T20I,Australia,Mohali
KL Rahul,10,6,0,1,166.66,1,bowled,2,T20I,Australia,Nagpur
KL Rahul,1,4,0,0,25,1,caught,2,T20I,Australia,Hyderabad
KL Rahul,20,71,1,0,28.16,2,caught,2,Test,Australia,Nagpur
KL Rahul,17,41,0,1,41.46,2,lbw,2,Test,Australia,Delhi
KL Rahul,1,3,0,0,33.33,2,caught,4,Test,Australia,Delhi
KL Rahul,75,91,7,1,82.41,5,not out,2,ODI,Australia,Wankhede
KL Rahul,9,12,1,0,75,5,lbw,1,ODI,Australia,Visakhapatnam
KL Rahul,32,50,2,1,64,4,caught,2,ODI,Australia,Chennai
KL Rahul,58,63,4,1,92.06,4,not out,2,ODI,Australia,Mohali
KL Rahul,52,38,3,3,136.84,4,bowled,1,ODI,Australia,Indore
KL Rahul,26,30,2,0,86.66,5,caught,2,ODI,Australia,Rajkot
KL Rahul,97,115,8,2,84.34,5,not out,2,ODI,Australia,Chennai
KL Rahul,66,107,1,0,61.68,5,caught,1,ODI,Australia,Ahmedabad
KL Rahul,50,32,3,4,156.25,1,caught,1,T20I,Bangladesh,Adelaide
KL Rahul,73,70,5,4,104.28,5,caught,1,ODI,Bangladesh,Mirpur
KL Rahul,14,28,0,0,50,5,lbw,2,ODI,Bangladesh,Mirpur
KL Rahul,8,10,1,0,80,5,bowled,1,ODI,Bangladesh,Chattogram
KL Rahul,22,54,3,0,40.74,1,bowled,1,Test,Bangladesh,Chattogram
KL Rahul,23,62,3,0,37.09,1,caught,3,Test,Bangladesh,Chattogram
KL Rahul,10,45,1,0,22.22,1,lbw,2,Test,Bangladesh,Mirpur
KL Rahul,2,7,0,0,28.57,2,caught,4,Test,Bangladesh,Mirpur
KL Rahul,19,39,2,0,48.71,4,caught,2,ODI,Bangladesh,Colombo (RPS)
KL Rahul,34,34,3,1,100,5,not out,2,ODI,Bangladesh,Pune
KL Rahul,5,5,1,0,100,1,caught,1,T20I,England,Adelaide
KL Rahul,39,58,3,0,67.24,5,caught,1,ODI,England,Lucknow
KL Rahul,86,123,8,2,69.91,4,caught,2,Test,England,Hyderabad
KL Rahul,22,48,3,0,45.83,4,lbw,4,Test,England,Hyderabad
KL Rahul,36,39,0,2,92.3,1,caught,1,T20I,Hong Kong,Dubai (DICS)
KL Rahul,9,12,1,0,75,1,lbw,1,T20I,Netherlands,Sydney
KL Rahul,102,64,11,4,159.37,5,caught,1,ODI,Netherlands,Bengaluru
KL Rahul,27,35,3,0,77.14,5,lbw,2,ODI,New Zealand,Dharamsala
KL Rahul,39,20,5,2,195,5,not out,1,ODI,New Zealand,Wankhede
KL Rahul,0,1,0,0,0,2,bowled,2,T20I,Pakistan,Dubai (DICS)
KL Rahul,28,20,1,2,140,1,caught,1,T20I,Pakistan,Dubai (DICS)
KL Rahul,4,8,0,0,50,1,bowled,2,T20I,Pakistan,Melbourne
KL Rahul,111,106,12,2,104.71,4,not out,1,ODI,Pakistan,Colombo (RPS)
KL Rahul,19,29,2,0,65.51,5,not out,2,ODI,Pakistan,Ahmedabad
KL Rahul,51,56,2,4,91.07,1,not out,2,T20I,South Africa,Thiruvananthapuram
KL Rahul,57,28,5,4,203.57,1,lbw,1,T20I,South Africa,Guwahati
KL Rahul,9,14,0,1,64.28,1,caught,1,T20I,South Africa,Perth
KL Rahul,8,17,0,0,47.05,5,caught,1,ODI,South Africa,Eden Gardens
KL Rahul,56,64,7,0,87.5,4,caught,1,ODI,South Africa,Gqeberha
KL Rahul,21,35,2,0,60,4,caught,1,ODI,South Africa,Paarl
KL Rahul,101,137,14,4,73.72,6,bowled,1,Test,South Africa,Centurion
KL Rahul,4,24,1,0,16.66,6,caught,3,Test,South Africa,Centurion
KL Rahul,8,33,1,0,24.24,6,caught,2,Test,South Africa,Cape Town
KL Rahul,6,7,1,0,85.71,1,lbw,1,T20I,Sri Lanka,Dubai (DICS)
KL Rahul,39,29,4,1,134.48,5,bowled,1,ODI,Sri Lanka,Guwahati
KL Rahul,64,103,6,0,62.13,5,not out,2,ODI,Sri Lanka,Eden Gardens
KL Rahul,7,6,1,0,116.66,5,caught,1,ODI,Sri Lanka,Thiruvananthapuram
KL Rahul,39,44,2,0,88.63,5,caught,1,ODI,Sri Lanka,Colombo (RPS)
KL Rahul,21,19,2,0,110.52,5,caught,1,ODI,Sri Lanka,Wankhede
KL Rahul,9,20,0,0,20,2,lbw,2,ODI,Zimbabwe,Harare
